sr,Locality_Name,"Post_
Code",Municipality_Name,"Ward_
Name",LGA,District_Name,"District_
Code","Region_
Name","Region_
Code"
283,Beremboke,3342,Moorabool Shire Council,Central Moorabool,50401,Buninyong,16,Western Victoria,8
284,Berrimal,3518,Loddon Shire Council,Wedderburn,56505,Ripon,72,Western Victoria,8
285,Berringa,3351,Golden Plains Shire Council,Unsubdivided,50501,Buninyong,16,Western Victoria,8
286,Berringama,3691,Towong Shire Council,Unsubdivided,53201,Benambra,6,Northern Victoria,4
287,Berriwillock,3531,Buloke Shire Council,Mallee,57102,Mildura,49,Northern Victoria,4
288,Berrybank,3323,Corangamite Shire Council,North,51603,Polwarth,67,Western Victoria,8
289,Berrys Creek,3953,South Gippsland Shire Council,Tarwin Valley,53803,Gippsland South,36,Eastern Victoria,2
290,Berwick,3806,Casey City Council,Edrington,54402,Gembrook,34,Eastern Victoria,2
291,Berwick,3806,Casey City Council,Edrington,54402,Narre Warren North,59,South-Eastern Metropolitan,5
292,Berwick,3806,Casey City Council,Edrington,54402,Narre Warren South,60,South-Eastern Metropolitan,5
293,Berwick,3806,Casey City Council,Springfield,54406,Narre Warren South,60,South-Eastern Metropolitan,5
294,Bessiebelle,3304,Moyne Shire Council,Unsubdivided,51801,South-West Coast,77,Western Victoria,8
295,Bet Bet,3472,Central Goldfields Shire Council,Flynn,56301,Ripon,72,Western Victoria,8
296,Bete Bolong,3888,East Gippsland Shire Council,Unsubdivided,53601,Gippsland East,35,Eastern Victoria,2
297,Bete Bolong North,3888,East Gippsland Shire Council,Unsubdivided,53601,Gippsland East,35,Eastern Victoria,2
298,Bethanga,3691,Towong Shire Council,Unsubdivided,53201,Benambra,6,Northern Victoria,4
299,Betley,3472,Central Goldfields Shire Council,Flynn,56301,Ripon,72,Western Victoria,8
300,Beulah,3395,Yarriambiack Shire Council,Hopetoun,57602,Mildura,49,Northern Victoria,4
301,Beulah,3395,Yarriambiack Shire Council,Warracknabeal,57603,Lowan,44,Western Victoria,8
302,Beverford,3590,Swan Hill Rural City Council,Unsubdivided,57001,Murray Plains,57,Northern Victoria,4
303,Beveridge,3753,Mitchell Shire Council,South,52803,Yan Yean,87,Northern Victoria,4
304,Beveridge,3753,Whittlesea City Council,North,56001,Yan Yean,87,Northern Victoria,4
305,Big Desert,3490,Mildura Rural City Council,Unsubdivided,56901,Mildura,49,Northern Victoria,4
306,Big Hill,3231,Surf Coast Shire Council,Lorne,50102,Polwarth,67,Western Victoria,8
307,Big Hill,3555,Greater Bendigo City Council,Lockwood,50202,Bendigo East,7,Northern Victoria,4
308,Big Hill,3555,Greater Bendigo City Council,Lockwood,50202,Bendigo West,8,Northern Victoria,4
309,Big Pats Creek,3799,Yarra Ranges Shire Council,O'Shannassy,56206,Eildon,24,Northern Victoria,4
310,Biggara,3707,Towong Shire Council,Unsubdivided,53201,Benambra,6,Northern Victoria,4
311,Bimbourie,3533,Buloke Shire Council,Mallee,57102,Mildura,49,Northern Victoria,4
312,Bindi,3896,East Gippsland Shire Council,Unsubdivided,53601,Gippsland East,35,Eastern Victoria,2
313,Binginwarri,3966,South Gippsland Shire Council,Coastal-Promontory,53801,Gippsland South,36,Eastern Victoria,2
314,Binginwarri,3966,Wellington Shire Council,Coastal,53902,Gippsland South,36,Eastern Victoria,2
315,Bingo Munjie,3898,East Gippsland Shire Council,Unsubdivided,53601,Gippsland East,35,Eastern Victoria,2
316,Birchip,3483,Buloke Shire Council,Mount Jeffcott,57103,Mildura,49,Northern Victoria,4
317,Birchip West,3483,Buloke Shire Council,Mount Jeffcott,57103,Mildura,49,Northern Victoria,4
318,Birdwoodton,3505,Mildura Rural City Council,Unsubdivided,56901,Mildura,49,Northern Victoria,4
319,Birregurra,3242,Colac Otway Shire Council,Unsubdivided,51501,Polwarth,67,Western Victoria,8
320,Birregurra,3242,Surf Coast Shire Council,Lorne,50102,Polwarth,67,Western Victoria,8
321,Birregurra,3242,Surf Coast Shire Council,Winchelsea,50104,Polwarth,67,Western Victoria,8
322,Bittern,3918,Mornington Peninsula Shire Council,Cerberus,55702,Hastings,37,Eastern Victoria,2
323,Bittern,3918,Mornington Peninsula Shire Council,Red Hill,55704,Hastings,37,Eastern Victoria,2
324,Black Hill,3350,Ballarat City Council,Central,50301,Wendouree,84,Western Victoria,8
325,Black Range,3381,Ararat Rural City Council,Unsubdivided,51401,Lowan,44,Western Victoria,8
326,Black Range,3381,Northern Grampians Shire Council,South West,57403,Ripon,72,Western Victoria,8
327,Black Rock,3193,Bayside City Council,Beckett,54101,Sandringham,74,Southern Metropolitan,6
328,Black Rock,3193,Bayside City Council,Ebden,54106,Sandringham,74,Southern Metropolitan,6
329,Blackburn,3130,Whitehorse City Council,Cootamundra,55901,Box Hill,10,Eastern Metropolitan,1
330,Blackburn,3130,Whitehorse City Council,Lake,55905,Box Hill,10,Eastern Metropolitan,1
331,Blackburn North,3130,Whitehorse City Council,Cootamundra,55901,Box Hill,10,Eastern Metropolitan,1
332,Blackburn North,3130,Whitehorse City Council,Lake,55905,Ringwood,71,Eastern Metropolitan,1
333,Blackburn South,3130,Whitehorse City Council,Eley,55902,Forest Hill,31,Eastern Metropolitan,1
334,Blackburn South,3130,Whitehorse City Council,Mahoneys,55906,Forest Hill,31,Eastern Metropolitan,1
335,Blackheath,3401,Horsham Rural City Council,Unsubdivided,56801,Lowan,44,Western Victoria,8
336,Blackwarry,3844,Wellington Shire Council,Coastal,53902,Gippsland South,36,Eastern Victoria,2
337,Blackwood,3458,Moorabool Shire Council,Woodlands,50404,Macedon,45,Northern Victoria,4
338,Blairgowrie,3942,Mornington Peninsula Shire Council,Nepean,55703,Nepean,61,Eastern Victoria,2
339,Blakeville,3342,Moorabool Shire Council,Woodlands,50404,Buninyong,16,Western Victoria,8
340,Blampied,3364,Hepburn Shire Council,Creswick,56404,Ripon,72,Western Victoria,8
341,Blind Bight,3980,Casey City Council,Balla Balla,54401,Hastings,37,Eastern Victoria,2
342,Blowhard,3352,Ballarat City Council,North,50302,Ripon,72,Western Victoria,8
343,Bo Peep,3351,Ballarat City Council,North,50302,Ripon,72,Western Victoria,8
344,Bo Peep,3351,Pyrenees Shire Council,Mount Emu,51905,Ripon,72,Western Victoria,8
345,Bobinawarrah,3678,Wangaratta Rural City Council,South,52703,Ovens Valley,65,Northern Victoria,4
346,Bochara,3301,Southern Grampians Shire Council,Unsubdivided,52001,Lowan,44,Western Victoria,8
347,Bogong,3699,Alpine Shire Council,Unsubdivided,52201,Benambra,6,Northern Victoria,4
348,Boho,3669,Strathbogie Shire Council,Honeysuckle Creek,53101,Euroa,27,Northern Victoria,4
349,Boho South,3669,Strathbogie Shire Council,Honeysuckle Creek,53101,Euroa,27,Northern Victoria,4
350,Boho South,3669,Strathbogie Shire Council,Mount Wombat,53104,Euroa,27,Northern Victoria,4
351,Boigbeat,3531,Buloke Shire Council,Mallee,57102,Mildura,49,Northern Victoria,4
352,Boinka,3490,Mildura Rural City Council,Unsubdivided,56901,Mildura,49,Northern Victoria,4
353,Boisdale,3860,Wellington Shire Council,Northern,53903,Gippsland East,35,Eastern Victoria,2
354,Bolangum,3387,Northern Grampians Shire Council,Central,57401,Ripon,72,Western Victoria,8
355,Bolinda,3432,Macedon Ranges Shire Council,East,56601,Macedon,45,Northern Victoria,4
356,Bolton,3546,Swan Hill Rural City Council,Unsubdivided,57001,Mildura,49,Northern Victoria,4
357,Bolwarra,3305,Glenelg Shire Council,Unsubdivided,51701,South-West Coast,77,Western Victoria,8
358,Bolwarrah,3352,Moorabool Shire Council,Woodlands,50404,Buninyong,16,Western Victoria,8
359,Bona Vista,3820,Baw Baw Shire Council,Central,53501,Narracan,58,Eastern Victoria,2
360,Bona Vista,3820,Baw Baw Shire Council,East,53502,Narracan,58,Eastern Victoria,2
361,Bonang,3888,East Gippsland Shire Council,Unsubdivided,53601,Gippsland East,35,Eastern Victoria,2
362,Bonbeach,3196,Kingston City Council,Banksia,54901,Carrum,18,South-Eastern Metropolitan,5
363,Bonbeach,3196,Kingston City Council,Longbeach,54907,Carrum,18,South-Eastern Metropolitan,5
364,Bonegilla,3691,Wodonga City Council,Unsubdivided,53301,Benambra,6,Northern Victoria,4
365,Boneo,3939,Mornington Peninsula Shire Council,Red Hill,55704,Nepean,61,Eastern Victoria,2
366,Bonn,3561,Campaspe Shire Council,Rochester,52303,Murray Plains,57,Northern Victoria,4
367,Bonnie Brook,3335,Melton City Council,Cambridge,55401,Kororoit,42,Western Metropolitan,7
368,Bonnie Brook,3335,Melton City Council,Watts,55403,Kororoit,42,Western Metropolitan,7
369,Bonnie Doon,3720,Mansfield Shire Council,Unsubdivided,58001,Eildon,24,Northern Victoria,4
370,Bonshaw,3352,Ballarat City Council,South,50303,Buninyong,16,Western Victoria,8
371,Bookaar,3260,Corangamite Shire Council,Central,51601,Polwarth,67,Western Victoria,8
372,Bookaar,3260,Corangamite Shire Council,North,51603,Polwarth,67,Western Victoria,8
373,Boolarong,3960,South Gippsland Shire Council,Coastal-Promontory,53801,Gippsland South,36,Eastern Victoria,2
374,Boolarong,3960,South Gippsland Shire Council,Tarwin Valley,53803,Gippsland South,36,Eastern Victoria,2
375,Boolarra,3870,Latrobe City Council,South,53703,Morwell,54,Eastern Victoria,2
376,Boolarra South,3870,Latrobe City Council,South,53703,Morwell,54,Eastern Victoria,2
377,Boole Poole,3880,East Gippsland Shire Council,Unsubdivided,53601,Gippsland East,35,Eastern Victoria,2
378,Boolite,3392,Yarriambiack Shire Council,Warracknabeal,57603,Lowan,44,Western Victoria,8
379,Boomahnoomoonah,3728,Moira Shire Council,Unsubdivided,52901,Ovens Valley,65,Northern Victoria,4
380,Boonah,3235,Surf Coast Shire Council,Lorne,50102,Polwarth,67,Western Victoria,8
381,Boorcan,3265,Corangamite Shire Council,Central,51601,Polwarth,67,Western Victoria,8
382,Boorhaman,3678,Wangaratta Rural City Council,North,52702,Ovens Valley,65,Northern Victoria,4
383,Boorhaman East,3678,Wangaratta Rural City Council,North,52702,Ovens Valley,65,Northern Victoria,4
384,Boorhaman North,3685,Wangaratta Rural City Council,North,52702,Ovens Valley,65,Northern Victoria,4
385,Boorolite,3723,Mansfield Shire Council,Unsubdivided,58001,Eildon,24,Northern Victoria,4
386,Boorool,3953,South Gippsland Shire Council,Tarwin Valley,53803,Gippsland South,36,Eastern Victoria,2
387,Boort,3537,Loddon Shire Council,Boort,56501,Murray Plains,57,Northern Victoria,4
388,Boosey,3730,Moira Shire Council,Unsubdivided,52901,Ovens Valley,65,Northern Victoria,4
389,Boralma,3682,Wangaratta Rural City Council,North,52702,Ovens Valley,65,Northern Victoria,4
390,Bornes Hill,3379,Ararat Rural City Council,Unsubdivided,51401,Lowan,44,Western Victoria,8
391,Boronia,3155,Knox City Council,Baird,55001,Bayswater,4,Eastern Metropolitan,1
392,Boronia,3155,Knox City Council,Chandler,55002,Bayswater,4,Eastern Metropolitan,1
393,Boronia,3155,Knox City Council,Dinsdale,55004,Bayswater,4,Eastern Metropolitan,1
394,Boronia,3155,Knox City Council,Dinsdale,55004,Ferntree Gully,29,Eastern Metropolitan,1
395,Boronia,3155,Knox City Council,Dobson,55005,Bayswater,4,Eastern Metropolitan,1
396,Borung,3518,Loddon Shire Council,Boort,56501,Ripon,72,Western Victoria,8
397,Bostocks Creek,3260,Corangamite Shire Council,Central,51601,Polwarth,67,Western Victoria,8
398,Bostocks Creek,3260,Corangamite Shire Council,South-Central,51604,Polwarth,67,Western Victoria,8
399,Botanic Ridge,3977,Casey City Council,Balla Balla,54401,Cranbourne,21,South-Eastern Metropolitan,5
400,Boundary Bend,3599,Swan Hill Rural City Council,Unsubdivided,57001,Mildura,49,Northern Victoria,4
401,Bowenvale,3465,Central Goldfields Shire Council,Paddys Ranges,56303,Ripon,72,Western Victoria,8
402,Boweya,3675,Benalla Rural City Council,Unsubdivided,57901,Euroa,27,Northern Victoria,4
403,Boweya,3675,Wangaratta Rural City Council,Warby,52704,Ovens Valley,65,Northern Victoria,4
404,Boweya North,3675,Moira Shire Council,Unsubdivided,52901,Ovens Valley,65,Northern Victoria,4
405,Bowmans Forest,3735,Wangaratta Rural City Council,North,52702,Ovens Valley,65,Northern Victoria,4
406,Bowser,3678,Wangaratta Rural City Council,North,52702,Ovens Valley,65,Northern Victoria,4
407,Box Hill,3128,Whitehorse City Council,Elgar,55903,Box Hill,10,Eastern Metropolitan,1
408,Box Hill,3128,Whitehorse City Council,Sparks,55908,Box Hill,10,Eastern Metropolitan,1
409,Box Hill North,3129,Whitehorse City Council,Elgar,55903,Box Hill,10,Eastern Metropolitan,1
410,Box Hill South,3128,Whitehorse City Council,Sparks,55908,Burwood,17,Southern Metropolitan,6
411,Box Hill South,3128,Whitehorse City Council,Wattle,55911,Burwood,17,Southern Metropolitan,6
412,Boxwood,3725,Benalla Rural City Council,Unsubdivided,57901,Euroa,27,Northern Victoria,4
413,Boxwood,3725,Greater Shepparton City Council,Unsubdivided,52501,Shepparton,75,Northern Victoria,4
414,Bradford,3463,Mount Alexander Shire Council,Tarrengower,56705,Bendigo West,8,Northern Victoria,4
415,Bradvale,3361,Corangamite Shire Council,North,51603,Polwarth,67,Western Victoria,8
416,Braeside,3195,Kingston City Council,Yammerbook,54911,Keysborough,41,South-Eastern Metropolitan,5
417,Brandy Creek,3821,Baw Baw Shire Council,West,53503,Narracan,58,Eastern Victoria,2
418,Branxholme,3302,Glenelg Shire Council,Unsubdivided,51701,Lowan,44,Western Victoria,8
419,Branxholme,3302,Glenelg Shire Council,Unsubdivided,51701,South-West Coast,77,Western Victoria,8
420,Branxholme,3302,Southern Grampians Shire Council,Unsubdivided,52001,Lowan,44,Western Victoria,8
421,Bravington,3821,Baw Baw Shire Council,East,53502,Narracan,58,Eastern Victoria,2
422,Braybrook,3019,Maribyrnong City Council,Stony Creek,55202,Footscray,30,Western Metropolitan,7
423,Breakaway Creek,3303,Glenelg Shire Council,Unsubdivided,51701,South-West Coast,77,Western Victoria,8
424,Breakwater,3219,Greater Geelong City Council,Brownbill,50602,Geelong,33,Western Victoria,8
425,Breamlea,3227,Greater Geelong City Council,Bellarine,50601,South Barwon,76,Western Victoria,8
426,Breamlea,3227,Surf Coast Shire Council,Torquay,50103,South Barwon,76,Western Victoria,8
427,Brenanah,3517,Loddon Shire Council,Wedderburn,56505,Ripon,72,Western Victoria,8
428,Brewster,3352,Pyrenees Shire Council,Ercildoune,51904,Ripon,72,Western Victoria,8
429,Brewster,3352,Pyrenees Shire Council,Mount Emu,51905,Ripon,72,Western Victoria,8
430,Briagolong,3860,Wellington Shire Council,Northern,53903,Gippsland East,35,Eastern Victoria,2
431,Briar Hill,3088,Banyule City Council,Beale,54002,Eltham,25,Eastern Metropolitan,1
432,Briar Hill,3088,Banyule City Council,Sherbourne,54009,Eltham,25,Eastern Metropolitan,1
433,Bridge Creek,3723,Mansfield Shire Council,Unsubdivided,58001,Eildon,24,Northern Victoria,4
434,Bridgewater,3516,Loddon Shire Council,Inglewood,56502,Ripon,72,Western Victoria,8
435,Bridgewater North,3516,Loddon Shire Council,Inglewood,56502,Ripon,72,Western Victoria,8
436,Bridgewater On Loddon,3516,Loddon Shire Council,Inglewood,56502,Ripon,72,Western Victoria,8
437,Bright,3741,Alpine Shire Council,Unsubdivided,52201,Ovens Valley,65,Northern Victoria,4
438,Brighton,3186,Bayside City Council,Bleazby,54102,Brighton,11,Southern Metropolitan,6
439,Brighton,3186,Bayside City Council,Castlefield,54104,Brighton,11,Southern Metropolitan,6
440,Brighton,3186,Bayside City Council,Dendy,54105,Brighton,11,Southern Metropolitan,6
441,Brighton East,3187,Bayside City Council,Bleazby,54102,Brighton,11,Southern Metropolitan,6
442,Brighton East,3187,Bayside City Council,Castlefield,54104,Brighton,11,Southern Metropolitan,6
443,Brighton East,3187,Bayside City Council,Ivison,54107,Bentleigh,9,Southern Metropolitan,6
444,Brighton East,3187,Glen Eira City Council,Rosstown,54602,Bentleigh,9,Southern Metropolitan,6
445,Brighton East,3187,Glen Eira City Council,Tucker,54603,Bentleigh,9,Southern Metropolitan,6
446,Brim,3391,Yarriambiack Shire Council,Warracknabeal,57603,Lowan,44,Western Victoria,8
447,Brimboal,3312,Glenelg Shire Council,Unsubdivided,51701,Lowan,44,Western Victoria,8
448,Brimin,3685,Indigo Shire Council,Unsubdivided,52601,Benambra,6,Northern Victoria,4
449,Brimpaen,3401,Horsham Rural City Council,Unsubdivided,56801,Lowan,44,Western Victoria,8
450,Bringalbert,3319,West Wimmera Shire Council,Unsubdivided,57501,Lowan,44,Western Victoria,8
451,Brit Brit,3315,Southern Grampians Shire Council,Unsubdivided,52001,Lowan,44,Western Victoria,8
452,Broadford,3658,Mitchell Shire Council,North,52802,Euroa,27,Northern Victoria,4
453,Broadlands,3875,East Gippsland Shire Council,Unsubdivided,53601,Gippsland East,35,Eastern Victoria,2
454,Broadmeadows,3047,Hume City Council,Meadow Valley,54803,Broadmeadows,12,Northern Metropolitan,3
455,Broadwater,3301,Moyne Shire Council,Unsubdivided,51801,South-West Coast,77,Western Victoria,8
456,Brodribb River,3888,East Gippsland Shire Council,Unsubdivided,53601,Gippsland East,35,Eastern Victoria,2
457,Broken Creek,3673,Benalla Rural City Council,Unsubdivided,57901,Euroa,27,Northern Victoria,4
458,Bromley,3472,Central Goldfields Shire Council,Flynn,56301,Ripon,72,Western Victoria,8
459,Brookfield,3338,Melton City Council,Coburn,55402,Melton,48,Western Victoria,8
460,Brooklyn,3012,Brimbank City Council,Harvester,54202,Footscray,30,Western Metropolitan,7
461,Brooklyn,3012,Hobsons Bay City Council,Cherry Lake,50901,Williamstown,86,Western Metropolitan,7
462,Brookville,3896,East Gippsland Shire Council,Unsubdivided,53601,Gippsland East,35,Eastern Victoria,2
463,Broomfield,3364,Hepburn Shire Council,Creswick,56404,Ripon,72,Western Victoria,8
464,Broughton,3418,Hindmarsh Shire Council,North,57302,Lowan,44,Western Victoria,8
465,Brown Hill,3350,Ballarat City Council,Central,50301,Buninyong,16,Western Victoria,8
466,Brown Hill,3350,Ballarat City Council,Central,50301,Wendouree,84,Western Victoria,8
467,Brown Hill,3350,Ballarat City Council,North,50302,Buninyong,16,Western Victoria,8
468,Brown Hill,3350,Ballarat City Council,North,50302,Wendouree,84,Western Victoria,8
469,Browns Plains,3685,Indigo Shire Council,Unsubdivided,52601,Benambra,6,Northern Victoria,4
470,Bruarong,3749,Indigo Shire Council,Unsubdivided,52601,Benambra,6,Northern Victoria,4
471,Brucknell,3268,Corangamite Shire Council,South-West,51605,Polwarth,67,Western Victoria,8
472,Brunswick,3056,Moreland City Council,North-East,51001,Brunswick,13,Northern Metropolitan,3
473,Brunswick,3056,Moreland City Council,South,51003,Brunswick,13,Northern Metropolitan,3
474,Brunswick East,3057,Moreland City Council,North-East,51001,Brunswick,13,Northern Metropolitan,3
475,Brunswick East,3057,Moreland City Council,South,51003,Brunswick,13,Northern Metropolitan,3
476,Brunswick West,3055,Moreland City Council,North-East,51001,Brunswick,13,Northern Metropolitan,3
477,Brunswick West,3055,Moreland City Council,North-West,51002,Brunswick,13,Northern Metropolitan,3
478,Brunswick West,3055,Moreland City Council,South,51003,Brunswick,13,Northern Metropolitan,3
479,Bruthen,3885,East Gippsland Shire Council,Unsubdivided,53601,Gippsland East,35,Eastern Victoria,2
480,Buangor,3375,Ararat Rural City Council,Unsubdivided,51401,Ripon,72,Western Victoria,8
481,Buangor,3375,Pyrenees Shire Council,Beaufort,51902,Ripon,72,Western Victoria,8
